id,orig_label,premise,hypothesis,attack_label,after_attack
5976,entailment,西班牙 式 咒骂 和 起誓 都 特别 有 创造性 ， 从 字面 来 看 echar sapos y culebras 是 指 “ 扔 青蛙 和 蛇 ” 。,西班牙语 的 骂 人话 很 有 想象力 ； echar sapos y culebras 的 意思 是 “ 抛 出 青蛙 和 蛇 ” 。,contradiction,西班牙语 的 称 人话 非常 是 想像 ； echar sapos y culebras 的 义 就是 “ 摒弃 展现 青蛙 兼 蛇 ” 。
5977,contradiction,196 ） 举个 例子 ， 我们 了解 到 最 早 的 lingua franca （ 意大利语 ， 法兰克语 ） 是 一个 混合 语种,语言 永远 不 能 结合 。,neutral,语言 持久 要 才 装订 。
5978,contradiction,196 ） 举个 例子 ， 我们 了解 到 最 早 的 lingua franca （ 意大利语 ， 法兰克语 ） 是 一个 混合 语种,语言 永远 不 能 结合 。,entailment,言语 深远 可 才 结合 。
5979,neutral,196 ） 举个 例子 ， 我们 了解 到 最 早 的 lingua franca （ 意大利语 ， 法兰克语 ） 是 一个 混合 语种,一些 语言 由 儿童 创造 。,entailment,一些 语言 由 娃 创造 。
5980,neutral,196 ） 举个 例子 ， 我们 了解 到 最 早 的 lingua franca （ 意大利语 ， 法兰克语 ） 是 一个 混合 语种,一些 语言 由 儿童 创造 。,contradiction,有的 语言 就 娃 创造 。
5981,contradiction,从 一 开始 人们 就 必须 有 名字 来 识别 自己 。,在 有 语言 之前 ， 在 人们 开始 的 时代 ， 人们 不 可能 从 区分 jim 和 john 。,neutral,在 有 语言 之前 ， 在 人们 开始 的 时代 ， 人们 要 可能 从 区分 jim 和 john 。
5982,contradiction,从 一 开始 人们 就 必须 有 名字 来 识别 自己 。,在 有 语言 之前 ， 在 人们 开始 的 时代 ， 人们 不 可能 从 区分 jim 和 john 。,entailment,在 有 语 早先 ， 在 人们 开始 的 时候 ， 人 可 或 由 区分 jim 和 john 。
5983,entailment,从 一 开始 人们 就 必须 有 名字 来 识别 自己 。,人们 一 开始 使用 名字 来 互相 区分 。,neutral,成年人 一 开始 使用 名字 来 互相 区分 。
5984,entailment,从 一 开始 人们 就 必须 有 名字 来 识别 自己 。,人们 一 开始 使用 名字 来 互相 区分 。,contradiction,人们 只有 开始 使用 名字 来 互相 区分 。
5985,neutral,从 一 开始 人们 就 必须 有 名字 来 识别 自己 。,最 开始 的 人们 是 最 先 使用 名字 的 人 。,entailment,的 开始 的 人们 是 泰 先 使用 名字 的 人 。
5986,neutral,从 一 开始 人们 就 必须 有 名字 来 识别 自己 。,最 开始 的 人们 是 最 先 使用 名字 的 人 。,contradiction,最 开始 的 人们 是 最 早已 使用 名字 的 人 。
5987,entailment,（ 在 继续 之前 ， 读者 希望 也 尝试 一 下 这个 表演 。 ）,在 继续 之前 ， 读者 可能 希望 尝试 这个 挑战 。,neutral,在 继续 昨天 ， 读者 可能 希望 尝试 这个 挑战 。
5988,entailment,（ 在 继续 之前 ， 读者 希望 也 尝试 一 下 这个 表演 。 ）,在 继续 之前 ， 读者 可能 希望 尝试 这个 挑战 。,contradiction,在 一直 之前 ， 读者 得了 希望 尝试 这个 教唆 。
5989,contradiction,（ 在 继续 之前 ， 读者 希望 也 尝试 一 下 这个 表演 。 ）,读者 不 应该 尝试 无意义 的 壮举 。,Failed,读者 不 应该 尝试 无意义 的 壮举 。
5990,contradiction,（ 在 继续 之前 ， 读者 希望 也 尝试 一 下 这个 表演 。 ）,读者 不 应该 尝试 无意义 的 壮举 。,Failed,读者 不 应该 尝试 无意义 的 壮举 。
5991,neutral,资金 筹措 ， 说白了 就是 穿 着 华 服 行乞丐 。,在 19 世纪 ， 资助 关系 曾经 更为 流行 。,entailment,在 22 世 ， 支撑 相干 一下 多加 热点 。
5992,neutral,资金 筹措 ， 说白了 就是 穿 着 华 服 行乞丐 。,在 19 世纪 ， 资助 关系 曾经 更为 流行 。,Failed,在 19 世纪 ， 资助 关系 曾经 更为 流行 。
5993,contradiction,通过 这种 方式 ， 一个 词 的 拼写 通常 与 属于 同 一 种 词形 的 其他 词 或 其 自己 的 历史 有关 。,一个 词 的 拼写 方式 只 与 发明 这个 词 的 人 有关 。,neutral,一个 言辞 的 拼写 方式 但 与 发明 这个 词 的 成年人 有关 。
5994,contradiction,通过 这种 方式 ， 一个 词 的 拼写 通常 与 属于 同 一 种 词形 的 其他 词 或 其 自己 的 历史 有关 。,一个 词 的 拼写 方式 只 与 发明 这个 词 的 人 有关 。,entailment,一个 词 的 拼写 方式 只不过 与 发明 这个 词 的 人 有关 。
5995,entailment,通过 这种 方式 ， 一个 词 的 拼写 通常 与 属于 同 一 种 词形 的 其他 词 或 其 自己 的 历史 有关 。,单词 拼写 和 其 历史 联系 在 一起 。,neutral,单词 诅咒 和 其 历史 联系 在 一起 。
5996,entailment,通过 这种 方式 ， 一个 词 的 拼写 通常 与 属于 同 一 种 词形 的 其他 词 或 其 自己 的 历史 有关 。,单词 拼写 和 其 历史 联系 在 一起 。,contradiction,话语 诅咒 与 那个 历史 相连 在 一路 。
5997,contradiction,为了 回 应 richard lederer 以 最 优美 和 最 连贯 的 11 字 超级 句子 大赛 邀请 [ the glamour of grammar ， ,理查德 · 莱德 勒 讨厌 阅读 优美 或 连贯 的 文字 。,neutral,理查德 · 莱德 勒 讨厌 涉猎 优良 可能 连贯 的 文字 。
5998,contradiction,为了 回 应 richard lederer 以 最 优美 和 最 连贯 的 11 字 超级 句子 大赛 邀请 [ the glamour of grammar ， ,理查德 · 莱德 勒 讨厌 阅读 优美 或 连贯 的 文字 。,entailment,理查德 · 莱德 勒 令人发指 阅读 优美 或 连贯 的 文字 。
5999,neutral,为了 回 应 richard lederer 以 最 优美 和 最 连贯 的 11 字 超级 句子 大赛 邀请 [ the glamour of grammar ， ,超级 句子 竞赛 的 规则 总是 要求 参与者 提交 包含 正好 十一 个 单词 的 句子 。,entailment,超级 句子 竞赛 的 规定 永 要求 参与者 交与 包括 公正 十一 个别 言辞 的 句子 。
6000,neutral,为了 回 应 richard lederer 以 最 优美 和 最 连贯 的 11 字 超级 句子 大赛 邀请 [ the glamour of grammar ， ,超级 句子 竞赛 的 规则 总是 要求 参与者 提交 包含 正好 十一 个 单词 的 句子 。,contradiction,超级 句子 竞赛 的 规则 从来 要求 参与者 提交 包含 正好 十一 个 单词 的 句子 。
6001,neutral,在 这个 编程 的 数学 导 览 有 一个 不 明显 但是 却 十分 重要 的 数学 遗漏,许多 计算机 问题 是 由 缺少 标点符号 引起 的 。,Failed,许多 计算机 问题 是 由 缺少 标点符号 引起 的 。
6002,neutral,在 这个 编程 的 数学 导 览 有 一个 不 明显 但是 却 十分 重要 的 数学 遗漏,许多 计算机 问题 是 由 缺少 标点符号 引起 的 。,contradiction,数以万计 计算机 讲 是 由 无 标点符号 引起 的 。
6003,contradiction,在 这个 编程 的 数学 导 览 有 一个 不 明显 但是 却 十分 重要 的 数学 遗漏,为 计算机 编写 的 数学 指令 从不 包含 错误 。,neutral,为 计算机 编写 的 三五 预约 从不 包含 错误 。
6004,contradiction,在 这个 编程 的 数学 导 览 有 一个 不 明显 但是 却 十分 重要 的 数学 遗漏,为 计算机 编写 的 数学 指令 从不 包含 错误 。,Failed,为 计算机 编写 的 数学 指令 从不 包含 错误 。
6005,contradiction,从 某种 意义 上 讲 , 我们 保留 了 斯宾塞 作品 的 历史 拼写 , 却 用 现代 拼法 来 作 他 的 当代 《 威廉 · 莎士比亚 ,我们 只 使用 历史 上 有的 拼写 。,neutral,我们 唯一 使用 历史 上 有些 咒骂 。
6006,contradiction,从 某种 意义 上 讲 , 我们 保留 了 斯宾塞 作品 的 历史 拼写 , 却 用 现代 拼法 来 作 他 的 当代 《 威廉 · 莎士比亚 ,我们 只 使用 历史 上 有的 拼写 。,entailment,我们 不过 使用 历史 上 有的 拼写 。
6007,entailment,从 某种 意义 上 讲 , 我们 保留 了 斯宾塞 作品 的 历史 拼写 , 却 用 现代 拼法 来 作 他 的 当代 《 威廉 · 莎士比亚 ,我们 用 现代 拼写 的 词书 写 莎士比亚 的 书刊 。,neutral,我们 使得 现代 咒骂 的 词书 写 莎士比亚 的 书刊 。
6008,entailment,从 某种 意义 上 讲 , 我们 保留 了 斯宾塞 作品 的 历史 拼写 , 却 用 现代 拼法 来 作 他 的 当代 《 威廉 · 莎士比亚 ,我们 用 现代 拼写 的 词书 写 莎士比亚 的 书刊 。,contradiction,我们 不得不 现代 诅咒 的 词书 写 莎士比亚 的 书刊 。
6009,neutral,从 某种 意义 上 讲 , 我们 保留 了 斯宾塞 作品 的 历史 拼写 , 却 用 现代 拼法 来 作 他 的 当代 《 威廉 · 莎士比亚 ,我们 使用 新式 的 拼写 ， 就 更 易于 互相 理解 。,entailment,我们 使用 新式 的 拼写 ， 就 再 易于 互相 理解 。
6010,neutral,从 某种 意义 上 讲 , 我们 保留 了 斯宾塞 作品 的 历史 拼写 , 却 用 现代 拼法 来 作 他 的 当代 《 威廉 · 莎士比亚 ,我们 使用 新式 的 拼写 ， 就 更 易于 互相 理解 。,contradiction,我们 使用 新式 的 拼写 ， 只 较 易于 相交 理解 。
6011,neutral,两 名 参考 咨询 馆员 对 如何 开始 检索 一头雾水 。,缺乏 搜索 能力 是 参考 图书馆 理 员 感到 尴尬 的 事情 。,Failed,缺乏 搜索 能力 是 参考 图书馆 理 员 感到 尴尬 的 事情 。
6012,neutral,两 名 参考 咨询 馆员 对 如何 开始 检索 一头雾水 。,缺乏 搜索 能力 是 参考 图书馆 理 员 感到 尴尬 的 事情 。,contradiction,缺乏 搜索 能力 即 参考 图书馆 博物 打工仔 感到 无趣 的 事情 。
6013,entailment,卢 克雷修斯 在 两千 年 前 争辩 说 ， 没有 什么 是 来自 什么 的 ， 而 同义 重复 论者 证明 他 是 正确 的 。,2000年 前 ， 卢克莱修 提 出 了 似是而非 的 论点 。,neutral,2000年 前任 ， 卢克莱修 提 出 了 似是而非 的 论点 。
6014,entailment,卢 克雷修斯 在 两千 年 前 争辩 说 ， 没有 什么 是 来自 什么 的 ， 而 同义 重复 论者 证明 他 是 正确 的 。,2000年 前 ， 卢克莱修 提 出 了 似是而非 的 论点 。,Failed,2000年 前 ， 卢克莱修 提 出 了 似是而非 的 论点 。
6015,neutral,卢 克雷修斯 在 两千 年 前 争辩 说 ， 没有 什么 是 来自 什么 的 ， 而 同义 重复 论者 证明 他 是 正确 的 。,数百 年 来 ， 同一性 论者 一直 尊重 卢克莱修 的 学说 。,entailment,数百 年 来到 ， 同一性 论者 永 佩 卢克莱修 的 学说 。
6016,neutral,卢 克雷修斯 在 两千 年 前 争辩 说 ， 没有 什么 是 来自 什么 的 ， 而 同义 重复 论者 证明 他 是 正确 的 。,数百 年 来 ， 同一性 论者 一直 尊重 卢克莱修 的 学说 。,contradiction,数百 年 来 ， 同一性 论者 始终 尊重 卢克莱修 的 学说 。
6017,neutral,有点 老古董 的 味道 ， 不是吗 ?,听 起来 像 前任 的 主意 ， 不是吗 ？,entailment,听 起来 似乎 前面 的 见解 ， 不是吗 ？
6018,neutral,有点 老古董 的 味道 ， 不是吗 ?,听 起来 像 前任 的 主意 ， 不是吗 ？,contradiction,听 起来 像 前面 的 主意 ， 不是吗 ？
6019,contradiction,当 我 想 为 一 位 女朋友 购买 一些 尼龙 时 ， 我 已 不 在 大陆 很 久了 。,我 的 一生 都 在 大陆 上 度过 。,neutral,在下 的 一生 都 在 大陆 顶尖 耗费 。
6020,contradiction,当 我 想 为 一 位 女朋友 购买 一些 尼龙 时 ， 我 已 不 在 大陆 很 久了 。,我 的 一生 都 在 大陆 上 度过 。,Failed,我 的 一生 都 在 大陆 上 度过 。
6021,neutral,当 我 想 为 一 位 女朋友 购买 一些 尼龙 时 ， 我 已 不 在 大陆 很 久了 。,我 只 在 欧洲 大陆 呆 了 六 个 月 。,Failed,我 只 在 欧洲 大陆 呆 了 六 个 月 。
6022,neutral,当 我 想 为 一 位 女朋友 购买 一些 尼龙 时 ， 我 已 不 在 大陆 很 久了 。,我 只 在 欧洲 大陆 呆 了 六 个 月 。,contradiction,我 只 在 欧洲 大陆 痴 了 六 个 月 。
6023,entailment,当 我 想 为 一 位 女朋友 购买 一些 尼龙 时 ， 我 已 不 在 大陆 很 久了 。,我 想 给 我 女朋友 买些 东西 。,neutral,我 希望 给 我 目标 买些 工具 。
6024,entailment,当 我 想 为 一 位 女朋友 购买 一些 尼龙 时 ， 我 已 不 在 大陆 很 久了 。,我 想 给 我 女朋友 买些 东西 。,contradiction,我 想 给 真主 女朋友 买些 东西 。
6025,contradiction,它 的 官方 名 是 flavian amphitheater ， 以 它 的 建造者 ， vespasian 皇帝 命名,没有 人 知道 弗拉维亚 圆形剧场 如何 得 名 。,neutral,并没有 人 知道 弗拉维亚 圆形剧场 如何 得 名 。
6026,contradiction,它 的 官方 名 是 flavian amphitheater ， 以 它 的 建造者 ， vespasian 皇帝 命名,没有 人 知道 弗拉维亚 圆形剧场 如何 得 名 。,entailment,却 人 了然 弗拉维亚 圆形剧场 如何 得 名称 。
6027,neutral,它 的 官方 名 是 flavian amphitheater ， 以 它 的 建造者 ， vespasian 皇帝 命名,弗拉维安 家族 留下 了 一 份 令 人 印象 深刻 的 遗产 , 影响 到 今天 的 历史 。,Failed,弗拉维安 家族 留下 了 一 份 令 人 印象 深刻 的 遗产 , 影响 到 今天 的 历史 。
6028,neutral,它 的 官方 名 是 flavian amphitheater ， 以 它 的 建造者 ， vespasian 皇帝 命名,弗拉维安 家族 留下 了 一 份 令 人 印象 深刻 的 遗产 , 影响 到 今天 的 历史 。,contradiction,弗拉维安 家族 留下 了 一 份 令 人 印象 远 的 遗产 , 作态 到 此刻 的 历史 。
6029,contradiction,当 爱丽丝 反对 时 ， 但 这 是 一 种 不同 的 坚决 ， 他 回答 说 ， 这 是 出于 我 的 各种 顽固 ， 我 可以 向 你,alice 赞同 所有 这些 。,neutral,alice 审批 个个 这些 。
6030,contradiction,当 爱丽丝 反对 时 ， 但 这 是 一 种 不同 的 坚决 ， 他 回答 说 ， 这 是 出于 我 的 各种 顽固 ， 我 可以 向 你,alice 赞同 所有 这些 。,entailment,alice 赞同 各位 这些 。
6031,contradiction,在 油湾 上 ， 印第安人 把 谁 上 的 油 擦掉 用作 日常 生活 ， 白人 殖民者 把 这种 油 做 药用 并 叫 它 seneca油,没有 人 用 过 油 溪 的 石油 。,neutral,并没有 人 不得不 尝 油 溪 的 石油 。
6032,contradiction,在 油湾 上 ， 印第安人 把 谁 上 的 油 擦掉 用作 日常 生活 ， 白人 殖民者 把 这种 油 做 药用 并 叫 它 seneca油,没有 人 用 过 油 溪 的 石油 。,entailment,却 人 用 经历 油 溪 的 石油 。
6033,neutral,在 油湾 上 ， 印第安人 把 谁 上 的 油 擦掉 用作 日常 生活 ， 白人 殖民者 把 这种 油 做 药用 并 叫 它 seneca油,这种 油 是 白人 定居者 的 一 种 有效 药物 。,entailment,这种 油 是 白人 定居者 的 一 种 管用 药物 。
6034,neutral,在 油湾 上 ， 印第安人 把 谁 上 的 油 擦掉 用作 日常 生活 ， 白人 殖民者 把 这种 油 做 药用 并 叫 它 seneca油,这种 油 是 白人 定居者 的 一 种 有效 药物 。,contradiction,这种 油 是 白人 定居者 的 只 种 有效 药物 。
6035,entailment,当然 ， 并 不 是 所有 的 印刷 错误 都 应该 归因 于 排版 员 （ 或 打字员 ） 隐藏 的 无意识 动机 。,排版 错误 不 是 排字 员 隐蔽 的 无意识 动作 的 结果 。,neutral,排版 错误 不 是 排字 员工 隐蔽 的 无意识 动作 的 结果 。
6036,entailment,当然 ， 并 不 是 所有 的 印刷 错误 都 应该 归因 于 排版 员 （ 或 打字员 ） 隐藏 的 无意识 动机 。,排版 错误 不 是 排字 员 隐蔽 的 无意识 动作 的 结果 。,contradiction,排版 错误 任何 是 排字 员 隐蔽 的 无意识 动作 的 结果 。
6037,contradiction,当然 ， 并 不 是 所有 的 印刷 错误 都 应该 归因 于 排版 员 （ 或 打字员 ） 隐藏 的 无意识 动机 。,排版 人员 和 打字员 从 不 会 发生 印刷 错误 。,neutral,排版 人员 和 打字员 由于 不 会 发生 印刷 错误 。
6038,contradiction,当然 ， 并 不 是 所有 的 印刷 错误 都 应该 归因 于 排版 员 （ 或 打字员 ） 隐藏 的 无意识 动机 。,排版 人员 和 打字员 从 不 会 发生 印刷 错误 。,entailment,排版 人员 和 打字员 从 不 见 发生 印刷 错误 。
6039,neutral,写 书 的 语言学家 似乎 总是 成为 那些 吹嘘 他们 自己 观点 的 学者 ， 至少 可以说 ， 其中 有些 是 不 礼貌 的 。,语言学家 著书 赚取 很 多 金钱 。,Failed,语言学家 著书 赚取 很 多 金钱 。
6040,neutral,写 书 的 语言学家 似乎 总是 成为 那些 吹嘘 他们 自己 观点 的 学者 ， 至少 可以说 ， 其中 有些 是 不 礼貌 的 。,语言学家 著书 赚取 很 多 金钱 。,Failed,语言学家 著书 赚取 很 多 金钱 。
6041,contradiction,音频 - 脉冲 不 是 一个 专业 术语 。,官方 技术 手册 指出 ， 在 这种 情况下 ， 脉冲 音 是 正确 的 术语 。,neutral,官方 技术 手册 指出 ， 在 这种 情况下 ， 脉冲 音 是 正确 的 学期 。
6042,contradiction,音频 - 脉冲 不 是 一个 专业 术语 。,官方 技术 手册 指出 ， 在 这种 情况下 ， 脉冲 音 是 正确 的 术语 。,Failed,官方 技术 手册 指出 ， 在 这种 情况下 ， 脉冲 音 是 正确 的 术语 。
6043,entailment,音频 - 脉冲 不 是 一个 专业 术语 。,对于 这个 来说 ， 专业 的 措辞 并 不 是 纯音,neutral,对付 这个 来说 ， 专业 的 措辞 并 不 就是说 纯音
6044,entailment,音频 - 脉冲 不 是 一个 专业 术语 。,对于 这个 来说 ， 专业 的 措辞 并 不 是 纯音,contradiction,对于 这个 来说 ， 专业 的 措辞 并 任何 是 纯音
6045,neutral,音频 - 脉冲 不 是 一个 专业 术语 。,术语 脉冲 音 的 使用 令 人 困惑 ， 因为 它 在 技术 上 是 不 正确 的 。,Failed,术语 脉冲 音 的 使用 令 人 困惑 ， 因为 它 在 技术 上 是 不 正确 的 。
6046,neutral,音频 - 脉冲 不 是 一个 专业 术语 。,术语 脉冲 音 的 使用 令 人 困惑 ， 因为 它 在 技术 上 是 不 正确 的 。,contradiction,术语 脉冲 音 的 使用 叫 人 大惑不解 ， 自从 它 在 技术 上 是 任何 正确 的 。
6047,contradiction,你 最近 有 在 broadway 看到 牧羊人 吗 ， 或者 只 在 纽约 时代 周刊 上 提到 过 ？,百老汇 都 是 关于 牧羊人 的 ！,neutral,百老汇 个个 是 关于 牧羊人 的 ！
6048,contradiction,你 最近 有 在 broadway 看到 牧羊人 吗 ， 或者 只 在 纽约 时代 周刊 上 提到 过 ？,百老汇 都 是 关于 牧羊人 的 ！,entailment,百老汇 具 是 关于 牧羊人 的 ！
6049,neutral,你 最近 有 在 broadway 看到 牧羊人 吗 ， 或者 只 在 纽约 时代 周刊 上 提到 过 ？,百老汇 太 畏缩 ， 不 敢 上 演 牧羊人 的 剧目 。,entailment,百老汇 巴巴 后退 ， 可 胡作非为 附 行使 牧羊人 的 剧目 。
6050,neutral,你 最近 有 在 broadway 看到 牧羊人 吗 ， 或者 只 在 纽约 时代 周刊 上 提到 过 ？,百老汇 太 畏缩 ， 不 敢 上 演 牧羊人 的 剧目 。,contradiction,百老汇 太 畏缩 ， 无 敢 上 演 牧羊人 的 剧目 。
6051,neutral,军队 的 一个 部分 是 营 建筑 , 快速 地 被 缩短 到 c . b 。,施工 大队 是 军队 最 重要 的 部门 之一 。,entailment,建 大队 是 军队 至 重要 的 分支 之一 。
6052,neutral,军队 的 一个 部分 是 营 建筑 , 快速 地 被 缩短 到 c . b 。,施工 大队 是 军队 最 重要 的 部门 之一 。,contradiction,建筑 大队 就是 兵团 都 严重 的 切片 之一 。
6053,neutral,skeat 不 会 在 这 时候 遗漏 这个 笔记 然后 重复 如此 的 冒犯,skeat 将 每天 学习 笔记 。,Failed,skeat 将 每天 学习 笔记 。
6054,neutral,skeat 不 会 在 这 时候 遗漏 这个 笔记 然后 重复 如此 的 冒犯,skeat 将 每天 学习 笔记 。,Failed,skeat 将 每天 学习 笔记 。
6055,contradiction,商标法 的 规定 写 满 了 两 卷 以 上 美国 注释,没有 关于 商标 的 法律 或 法规 。,neutral,却 关于 商标 的 法律 或 法规 。
6056,contradiction,商标法 的 规定 写 满 了 两 卷 以 上 美国 注释,没有 关于 商标 的 法律 或 法规 。,Failed,没有 关于 商标 的 法律 或 法规 。
6057,neutral,商标法 的 规定 写 满 了 两 卷 以 上 美国 注释,商标法 非常 复杂 ， 需要 经常 翻阅 两 大 卷 美国 注释 大全 。,entailment,商标法 相当 繁琐 ， 要求 常 翻阅 两 曼 卷 美国 注释 大全 。
6058,neutral,商标法 的 规定 写 满 了 两 卷 以 上 美国 注释,商标法 非常 复杂 ， 需要 经常 翻阅 两 大 卷 美国 注释 大全 。,Failed,商标法 非常 复杂 ， 需要 经常 翻阅 两 大 卷 美国 注释 大全 。
6059,neutral,因此 ， 我 可以 同情 他们 对 黑人 这个 种族歧视 名词 的 排斥 。,大多数 人 都 同意 这 是 一个 种族主义 的 词汇 。,entailment,普遍 人 既 同意 立时 在于 一个 种族主义 的 词汇 。
6060,neutral,因此 ， 我 可以 同情 他们 对 黑人 这个 种族歧视 名词 的 排斥 。,大多数 人 都 同意 这 是 一个 种族主义 的 词汇 。,contradiction,基本上 人 都 同意 这 是 一个 种族主义 的 词汇 。
6061,contradiction,nields 先生 回答 说 ， 我 很 高兴 用 “ 冗长 的 陈述 ” 这个 词 。,奈尔德 先生 也 不 喜欢 说 这些 ！,neutral,奈尔德 教师 也 不 喜欢 说 这些 ！
6062,contradiction,nields 先生 回答 说 ， 我 很 高兴 用 “ 冗长 的 陈述 ” 这个 词 。,奈尔德 先生 也 不 喜欢 说 这些 ！,entailment,奈尔德 先生 也 勿 心爱 陈述 这些 ！
6063,neutral,nields 先生 回答 说 ， 我 很 高兴 用 “ 冗长 的 陈述 ” 这个 词 。,尼尔森 先生 喜欢 用 这些 词 ， 因为 它们 具有 历史意义 。,Failed,尼尔森 先生 喜欢 用 这些 词 ， 因为 它们 具有 历史意义 。
6064,neutral,nields 先生 回答 说 ， 我 很 高兴 用 “ 冗长 的 陈述 ” 这个 词 。,尼尔森 先生 喜欢 用 这些 词 ， 因为 它们 具有 历史意义 。,contradiction,尼尔森 先生 爱 用 这些 词 ， 自从 它们 所有 历史意义 。
6065,contradiction,例如 ， 一个 项目 的 主席 准备 了 一个 关于 。 。 。 的 演讲,没有 人 准备 任何 介绍性 评论 。,neutral,并没有 人 准备 甚 介绍性 商榷 。
6066,contradiction,例如 ， 一个 项目 的 主席 准备 了 一个 关于 。 。 。 的 演讲,没有 人 准备 任何 介绍性 评论 。,entailment,并没有 人 准备 可 介绍性 评论 。
6067,neutral,例如 ， 一个 项目 的 主席 准备 了 一个 关于 。 。 。 的 演讲,开场白 很 长 。,entailment,开场白 相当 部长 。
6068,neutral,例如 ， 一个 项目 的 主席 准备 了 一个 关于 。 。 。 的 演讲,开场白 很 长 。,contradiction,开场白 太 迈 。
6069,neutral,deborah cameron 和 deborah hills （ “ 倾听 ” ： 在 无线电话 节目 中 听众 和 主持人 之间 的 谈判 关系 ） 研究 ,deborah cameron 和 deborah hills 有 关于 lbc 电台 的 内幕 消息 ， 我 觉得 这 很 有趣 。,entailment,deborah cameron 和 deborah hills 存在 关于 lbc 电台 的 内幕 口信 ， 阿拉 感受 立时 很 趣 。
6070,neutral,deborah cameron 和 deborah hills （ “ 倾听 ” ： 在 无线电话 节目 中 听众 和 主持人 之间 的 谈判 关系 ） 研究 ,deborah cameron 和 deborah hills 有 关于 lbc 电台 的 内幕 消息 ， 我 觉得 这 很 有趣 。,contradiction,deborah cameron 与会 deborah hills 在 关于 lbc 电台 的 内幕 动静 ， 阿拉 觉 立即 酷 可乐 。
6071,contradiction,deborah cameron 和 deborah hills （ “ 倾听 ” ： 在 无线电话 节目 中 听众 和 主持人 之间 的 谈判 关系 ） 研究 ,我 没有 收音机 ， 也 没有 兴趣 听 广播节目 。,neutral,某人 却 收音机 ， 也 却 兴趣 听闻 广播节目 。
6072,contradiction,deborah cameron 和 deborah hills （ “ 倾听 ” ： 在 无线电话 节目 中 听众 和 主持人 之间 的 谈判 关系 ） 研究 ,我 没有 收音机 ， 也 没有 兴趣 听 广播节目 。,entailment,某人 并没有 收音机 ， 或者 并没有 意思 听取 广播节目 。
6073,neutral,这样 的 作品 无疑 会 给 人 留下 这样 的 印象 ： 弦乐 部分 突然 令人振奋 。,对 作曲 的 广泛 研究 证明 ， 激情 必须 从 弦乐 部分 开始 。,entailment,对 作曲 的 普 商榷 确证 ， 激情 必须 从 弦乐 部分 开始 。
6074,neutral,这样 的 作品 无疑 会 给 人 留下 这样 的 印象 ： 弦乐 部分 突然 令人振奋 。,对 作曲 的 广泛 研究 证明 ， 激情 必须 从 弦乐 部分 开始 。,Failed,对 作曲 的 广泛 研究 证明 ， 激情 必须 从 弦乐 部分 开始 。
6075,contradiction,另一方面 ， 魔术师 的 表演 是 眼见 不 一定 为 实,很 明显 发生 了 什么 事 。,neutral,酷 明显 发生 了 怎么样 事件 。
6076,contradiction,另一方面 ， 魔术师 的 表演 是 眼见 不 一定 为 实,很 明显 发生 了 什么 事 。,entailment,很 显着 发生 了 什么 事 。
6077,neutral,另一方面 ， 魔术师 的 表演 是 眼见 不 一定 为 实,发生 的 事 对 观众 来说 是 个 大 惊喜 。,Failed,发生 的 事 对 观众 来说 是 个 大 惊喜 。
6078,neutral,另一方面 ， 魔术师 的 表演 是 眼见 不 一定 为 实,发生 的 事 对 观众 来说 是 个 大 惊喜 。,contradiction,露头 的 做事 作为 观众 来说 是 个 曼 惊喜 。
6079,neutral,维纳斯 的 伤疤 ， 二 次 梅毒 产生 的 皮疹 。,皮疹 是 梅毒 最 开始 的 外部 症状 。,entailment,皮疹 是 梅毒 至 开始 的 外部 症状 。
6080,neutral,维纳斯 的 伤疤 ， 二 次 梅毒 产生 的 皮疹 。,皮疹 是 梅毒 最 开始 的 外部 症状 。,contradiction,皮疹 就是 梅毒 都 开始 的 外部 象征 。
6081,contradiction,维纳斯 的 伤疤 ， 二 次 梅毒 产生 的 皮疹 。,没有 梅毒 的 症状 。,Failed,没有 梅毒 的 症状 。
6082,contradiction,维纳斯 的 伤疤 ， 二 次 梅毒 产生 的 皮疹 。,没有 梅毒 的 症状 。,entailment,却 梅毒 的 症状 。
6083,entailment,维纳斯 的 伤疤 ， 二 次 梅毒 产生 的 皮疹 。,有 一些 性 传染病 伴随 着 皮疹 。,neutral,有 一些 脾气 传染病 伴随 着 皮疹 。
6084,entailment,维纳斯 的 伤疤 ， 二 次 梅毒 产生 的 皮疹 。,有 一些 性 传染病 伴随 着 皮疹 。,contradiction,具备 有的 性 传染病 伴随 近乎 皮疹 。
6085,neutral,1774年 10月 6日 在 rivington ' s 的 《 纽约 小报 》 上 刊登 了 一 则 广告 ， 需要 可以 用 意大利 方法 藏书 的 ,gazette 是 纽约 最 流行 的 报纸 。,entailment,gazette 在于 纽约 至 热点 的 报纸 。
6086,neutral,1774年 10月 6日 在 rivington ' s 的 《 纽约 小报 》 上 刊登 了 一 则 广告 ， 需要 可以 用 意大利 方法 藏书 的 ,gazette 是 纽约 最 流行 的 报纸 。,contradiction,gazette 就是说 纽伦堡 都 流行 的 告 。
6087,contradiction,1774年 10月 6日 在 rivington ' s 的 《 纽约 小报 》 上 刊登 了 一 则 广告 ， 需要 可以 用 意大利 方法 藏书 的 ,gazette 是 墨西哥 的 报纸 。,Failed,gazette 是 墨西哥 的 报纸 。
